device: mps
actors: 6 | 333 steps each | 1998 samples per update
ep    10 | step     1200 | reward   -10.80 | avg100   -15.70 |  111.4 steps/s | 0.2 min
ep 14460 | step  1675836 | reward    -5.72 | avg100   -13.05 |  101.8 steps/s | 274.5 min
ep 14470 | step  1676790 | reward   -39.85 | avg100   -13.14 |  101.8 steps/s | 274.6 min
ep 14480 | step  1677840 | reward   -11.46 | avg100   -12.81 |  101.8 steps/s | 274.8 min
ep 14490 | step  1678938 | reward   -46.78 | avg100   -14.75 |  101.8 steps/s | 275.0 min
ep 14500 | step  1679946 | reward    45.67 | avg100   -14.16 |  101.8 steps/s | 275.1 min
ep 14510 | step  1680852 | reward    -1.74 | avg100   -13.77 |  101.8 steps/s | 275.3 min
ep 14520 | step  1681950 | reward    -9.37 | avg100   -13.93 |  101.8 steps/s | 275.5 min
ep 14530 | step  1682952 | reward   -11.03 | avg100   -13.52 |  101.8 steps/s | 275.6 min
ep 14540 | step  1684002 | reward    22.81 | avg100   -13.39 |  101.8 steps/s | 275.8 min
ep 14550 | step  1685112 | reward   -10.17 | avg100   -14.03 |  101.8 steps/s | 276.0 min
ep 14560 | step  1686174 | reward   -32.73 | avg100   -13.72 |  101.8 steps/s | 276.1 min
ep 14570 | step  1687080 | reward    -3.75 | avg100   -14.08 |  101.8 steps/s | 276.3 min
ep 14580 | step  1688184 | reward    -2.17 | avg100   -13.15 |  101.8 steps/s | 276.5 min
ep 14590 | step  1689366 | reward    25.54 | avg100   -12.11 |  101.8 steps/s | 276.7 min
ep 14600 | step  1690086 | reward   -25.53 | avg100   -12.05 |  101.8 steps/s | 276.8 min
ep 14610 | step  1691250 | reward   -11.41 | avg100   -12.12 |  101.8 steps/s | 277.0 min
ep 14620 | step  1692432 | reward   -23.89 | avg100   -12.20 |  101.8 steps/s | 277.2 min
ep 14630 | step  1693170 | reward   -22.12 | avg100   -12.02 |  101.8 steps/s | 277.3 min
ep 14640 | step  1694370 | reward   -32.19 | avg100   -13.55 |  101.8 steps/s | 277.5 min
ep 14650 | step  1695582 | reward    -6.40 | avg100   -12.44 |  101.8 steps/s | 277.7 min
ep 14660 | step  1696434 | reward   -16.45 | avg100   -13.15 |  101.8 steps/s | 277.8 min
ep 14670 | step  1697466 | reward    -3.50 | avg100   -12.93 |  101.8 steps/s | 278.0 min
ep 14680 | step  1698630 | reward    -4.16 | avg100   -12.45 |  101.8 steps/s | 278.2 min
ep 14690 | step  1699656 | reward    -4.29 | avg100   -11.55 |  101.8 steps/s | 278.4 min
ep 14700 | step  1700796 | reward   -57.12 | avg100   -11.83 |  101.8 steps/s | 278.6 min
ep 14710 | step  1701936 | reward    23.35 | avg100   -11.92 |  101.8 steps/s | 278.7 min
ep 14720 | step  1702764 | reward    -8.49 | avg100   -10.99 |  101.8 steps/s | 278.9 min
ep 14730 | step  1703874 | reward    -5.99 | avg100   -10.38 |  101.8 steps/s | 279.0 min
ep 14740 | step  1704972 | reward    -3.87 | avg100   -10.59 |  101.8 steps/s | 279.2 min
ep 14750 | step  1705926 | reward    -9.37 | avg100   -11.34 |  101.8 steps/s | 279.4 min
ep 14760 | step  1706928 | reward    -5.21 | avg100   -11.24 |  101.8 steps/s | 279.6 min
ep 14770 | step  1708146 | reward     0.74 | avg100   -10.99 |  101.8 steps/s | 279.7 min
ep 14780 | step  1709016 | reward    -4.94 | avg100   -11.78 |  101.8 steps/s | 279.9 min
ep 14790 | step  1710078 | reward   -11.97 | avg100   -12.80 |  101.8 steps/s | 280.1 min
ep 14800 | step  1711164 | reward   -34.37 | avg100   -12.66 |  101.8 steps/s | 280.3 min
ep 14810 | step  1712202 | reward   -55.93 | avg100   -13.08 |  101.8 steps/s | 280.4 min
ep 14820 | step  1713234 | reward    -6.86 | avg100   -13.01 |  101.8 steps/s | 280.6 min
ep 14830 | step  1714266 | reward     0.48 | avg100   -12.57 |  101.8 steps/s | 280.7 min
ep 14840 | step  1715388 | reward   -11.15 | avg100   -12.28 |  101.8 steps/s | 280.9 min
ep 14850 | step  1716390 | reward   -21.18 | avg100   -11.78 |  101.8 steps/s | 281.1 min
ep 14860 | step  1717404 | reward    -1.10 | avg100   -10.58 |  101.8 steps/s | 281.3 min
ep 14870 | step  1718460 | reward   -30.94 | avg100   -11.20 |  101.8 steps/s | 281.5 min
ep 14880 | step  1719576 | reward   -25.76 | avg100   -11.27 |  101.8 steps/s | 281.6 min
ep 14890 | step  1720560 | reward    23.29 | avg100   -10.95 |  101.8 steps/s | 281.8 min
ep 14900 | step  1721508 | reward   -18.36 | avg100   -11.72 |  101.8 steps/s | 281.9 min
ep 14910 | step  1722576 | reward   -18.24 | avg100   -11.08 |  101.8 steps/s | 282.1 min
ep 14920 | step  1723698 | reward    -4.58 | avg100   -11.78 |  101.8 steps/s | 282.3 min
ep 14930 | step  1724712 | reward    42.34 | avg100   -12.50 |  101.8 steps/s | 282.5 min
ep 14940 | step  1725726 | reward     3.49 | avg100   -12.66 |  101.8 steps/s | 282.6 min
ep 14950 | step  1726740 | reward   -35.93 | avg100   -12.05 |  101.8 steps/s | 282.8 min
ep 14960 | step  1727946 | reward    -9.13 | avg100   -11.44 |  101.8 steps/s | 283.0 min
ep 14970 | step  1728864 | reward    -6.85 | avg100   -12.08 |  101.8 steps/s | 283.2 min
ep 14980 | step  1729782 | reward   -15.58 | avg100   -12.60 |  101.8 steps/s | 283.3 min
ep 14990 | step  1730946 | reward   -16.24 | avg100   -12.57 |  101.8 steps/s | 283.5 min
ep 15000 | step  1732032 | reward    -4.11 | avg100   -11.77 |  101.8 steps/s | 283.7 min
ep 15010 | step  1732938 | reward    39.78 | avg100   -12.17 |  101.8 steps/s | 283.8 min
ep 15020 | step  1734030 | reward    -4.17 | avg100   -12.46 |  101.8 steps/s | 284.0 min
ep 15030 | step  1735038 | reward    -7.63 | avg100   -12.70 |  101.8 steps/s | 284.2 min
ep 15040 | step  1736064 | reward    -4.27 | avg100   -13.26 |  101.8 steps/s | 284.3 min
ep 15050 | step  1737126 | reward   -32.68 | avg100   -13.99 |  101.8 steps/s | 284.5 min
ep 15060 | step  1738104 | reward    -5.26 | avg100   -15.39 |  101.8 steps/s | 284.6 min
ep 15070 | step  1739082 | reward   -10.25 | avg100   -14.61 |  101.8 steps/s | 284.8 min
ep 15080 | step  1740282 | reward   -23.71 | avg100   -15.23 |  101.8 steps/s | 285.0 min
ep 15090 | step  1741278 | reward   -26.75 | avg100   -15.12 |  101.8 steps/s | 285.2 min
ep 15100 | step  1742106 | reward    -8.51 | avg100   -16.35 |  101.8 steps/s | 285.3 min
ep 15110 | step  1743336 | reward   -11.51 | avg100   -16.03 |  101.8 steps/s | 285.5 min
ep 15120 | step  1744392 | reward   -20.96 | avg100   -16.23 |  101.8 steps/s | 285.7 min
ep 15130 | step  1745286 | reward   -58.65 | avg100   -16.17 |  101.8 steps/s | 285.8 min
ep 15140 | step  1746378 | reward    -2.40 | avg100   -15.38 |  101.8 steps/s | 286.0 min
ep 15150 | step  1747542 | reward   -56.75 | avg100   -15.48 |  101.8 steps/s | 286.2 min
ep 15160 | step  1748448 | reward    26.81 | avg100   -14.40 |  101.8 steps/s | 286.4 min
ep 15170 | step  1749600 | reward   -36.00 | avg100   -14.27 |  101.8 steps/s | 286.5 min
ep 15180 | step  1750584 | reward    -6.48 | avg100   -13.43 |  101.8 steps/s | 286.7 min
ep 15190 | step  1751646 | reward     0.84 | avg100   -12.72 |  101.8 steps/s | 286.9 min
ep 15200 | step  1752726 | reward    -5.96 | avg100   -10.91 |  101.8 steps/s | 287.1 min
ep 15210 | step  1753716 | reward   -16.10 | avg100   -10.36 |  101.8 steps/s | 287.2 min
ep 15220 | step  1754712 | reward    -4.83 | avg100    -9.68 |  101.8 steps/s | 287.4 min
ep 15230 | step  1755768 | reward   -46.44 | avg100    -9.61 |  101.8 steps/s | 287.5 min
ep 15240 | step  1756884 | reward    -9.14 | avg100   -10.51 |  101.8 steps/s | 287.7 min
ep 15250 | step  1757964 | reward   -21.82 | avg100   -10.44 |  101.8 steps/s | 287.9 min
ep 15260 | step  1758888 | reward    -6.01 | avg100   -11.53 |  101.8 steps/s | 288.1 min
ep 15270 | step  1759926 | reward    -8.60 | avg100   -11.53 |  101.8 steps/s | 288.2 min
ep 15280 | step  1761012 | reward    -7.08 | avg100   -11.15 |  101.8 steps/s | 288.4 min
ep 15290 | step  1761972 | reward   -12.38 | avg100   -12.01 |  101.8 steps/s | 288.5 min
ep 15300 | step  1763040 | reward    -7.63 | avg100   -13.50 |  101.8 steps/s | 288.7 min
ep 15310 | step  1764030 | reward   -10.15 | avg100   -13.60 |  101.8 steps/s | 288.9 min
ep 15320 | step  1765164 | reward     3.76 | avg100   -14.35 |  101.8 steps/s | 289.1 min
ep 15330 | step  1766202 | reward   -40.00 | avg100   -14.18 |  101.8 steps/s | 289.2 min
ep 15340 | step  1767108 | reward    -3.03 | avg100   -13.19 |  101.8 steps/s | 289.4 min
ep 15350 | step  1768182 | reward   -24.98 | avg100   -13.80 |  101.8 steps/s | 289.6 min
ep 15360 | step  1769238 | reward    -5.64 | avg100   -12.90 |  101.8 steps/s | 289.7 min
ep 15370 | step  1770198 | reward     8.84 | avg100   -12.99 |  101.8 steps/s | 289.9 min
ep 15380 | step  1771386 | reward   -32.22 | avg100   -13.82 |  101.8 steps/s | 290.1 min
ep 15390 | step  1772256 | reward   -15.28 | avg100   -13.71 |  101.8 steps/s | 290.3 min
ep 15400 | step  1773438 | reward    -2.72 | avg100   -12.83 |  101.8 steps/s | 290.4 min
ep 15410 | step  1774506 | reward    -4.99 | avg100   -12.87 |  101.8 steps/s | 290.6 min
ep 15420 | step  1775304 | reward   -11.34 | avg100   -12.21 |  101.8 steps/s | 290.7 min
ep 15430 | step  1776468 | reward    -3.26 | avg100   -12.64 |  101.8 steps/s | 290.9 min
ep 15440 | step  1777614 | reward   -16.45 | avg100   -12.71 |  101.8 steps/s | 291.1 min
ep 15450 | step  1778490 | reward   -52.22 | avg100   -12.69 |  101.8 steps/s | 291.3 min
ep 15460 | step  1779600 | reward   -14.55 | avg100   -13.28 |  101.8 steps/s | 291.4 min
ep 15470 | step  1780764 | reward   -15.07 | avg100   -12.72 |  101.8 steps/s | 291.6 min
ep 15480 | step  1781598 | reward    -4.89 | avg100   -12.25 |  101.8 steps/s | 291.8 min
ep 15490 | step  1782780 | reward    15.38 | avg100   -11.68 |  101.8 steps/s | 292.0 min
ep 15500 | step  1783794 | reward   -10.92 | avg100   -11.16 |  101.8 steps/s | 292.1 min
ep 15510 | step  1784712 | reward   -20.97 | avg100   -11.78 |  101.8 steps/s | 292.3 min
ep 15520 | step  1785918 | reward   -38.04 | avg100   -11.02 |  101.8 steps/s | 292.5 min
ep 15530 | step  1787100 | reward   -12.94 | avg100   -10.34 |  101.8 steps/s | 292.7 min
ep 15540 | step  1787910 | reward     0.96 | avg100   -10.52 |  101.8 steps/s | 292.8 min
ep 15550 | step  1789116 | reward     1.84 | avg100    -9.99 |  101.8 steps/s | 293.0 min
ep 15560 | step  1790208 | reward   -16.77 | avg100    -9.78 |  101.8 steps/s | 293.2 min
ep 15570 | step  1791198 | reward   -34.84 | avg100   -10.31 |  101.8 steps/s | 293.3 min
ep 15580 | step  1792194 | reward     0.97 | avg100   -10.87 |  101.8 steps/s | 293.5 min
ep 15590 | step  1793280 | reward    -7.08 | avg100   -10.87 |  101.8 steps/s | 293.7 min
ep 15600 | step  1794396 | reward   -11.03 | avg100   -11.09 |  101.8 steps/s | 293.9 min
ep 15610 | step  1795332 | reward    -5.72 | avg100   -10.22 |  101.8 steps/s | 294.0 min
ep 15620 | step  1796448 | reward    -9.13 | avg100   -10.37 |  101.8 steps/s | 294.2 min
ep 15630 | step  1797408 | reward    -7.22 | avg100   -11.55 |  101.8 steps/s | 294.4 min
ep 15640 | step  1798374 | reward    -5.97 | avg100   -11.67 |  101.8 steps/s | 294.5 min
ep 15650 | step  1799538 | reward    -4.89 | avg100   -12.07 |  101.8 steps/s | 294.7 min
ep 15660 | step  1800624 | reward    -3.59 | avg100   -11.27 |  101.8 steps/s | 294.9 min
ep 15670 | step  1801572 | reward    17.19 | avg100   -10.45 |  101.8 steps/s | 295.0 min
ep 15680 | step  1802736 | reward   -10.31 | avg100   -10.62 |  101.8 steps/s | 295.2 min
ep 15690 | step  1803822 | reward    -6.73 | avg100   -11.89 |  101.8 steps/s | 295.4 min
ep 15700 | step  1804704 | reward    -5.01 | avg100   -12.02 |  101.8 steps/s | 295.6 min
ep 15710 | step  1805820 | reward   -22.03 | avg100   -12.26 |  101.8 steps/s | 295.7 min
ep 15720 | step  1806900 | reward   -10.38 | avg100   -13.07 |  101.8 steps/s | 295.9 min
ep 15730 | step  1807740 | reward   -10.42 | avg100   -12.63 |  101.8 steps/s | 296.0 min
ep 15740 | step  1808850 | reward   -12.89 | avg100   -12.56 |  101.8 steps/s | 296.2 min
ep 15750 | step  1809912 | reward   -21.52 | avg100   -12.68 |  101.8 steps/s | 296.4 min
ep 15760 | step  1810824 | reward   -43.82 | avg100   -14.18 |  101.8 steps/s | 296.6 min
ep 15770 | step  1811898 | reward    -2.07 | avg100   -14.59 |  101.8 steps/s | 296.7 min
ep 15780 | step  1813044 | reward   -19.30 | avg100   -13.63 |  101.8 steps/s | 296.9 min
ep 15790 | step  1814016 | reward    -3.78 | avg100   -12.40 |  101.8 steps/s | 297.1 min
ep 15800 | step  1815054 | reward   -24.88 | avg100   -13.12 |  101.8 steps/s | 297.3 min
ep 15810 | step  1816194 | reward   -21.98 | avg100   -12.63 |  101.8 steps/s | 297.5 min
ep 15820 | step  1817298 | reward     4.99 | avg100   -12.23 |  101.8 steps/s | 297.6 min
ep 15830 | step  1818198 | reward   -37.52 | avg100   -11.04 |  101.8 steps/s | 297.8 min
ep 15840 | step  1819284 | reward   -10.50 | avg100   -10.98 |  101.8 steps/s | 298.0 min
ep 15850 | step  1820376 | reward   -30.38 | avg100   -10.46 |  101.8 steps/s | 298.1 min
ep 15860 | step  1821306 | reward   -19.62 | avg100   -10.38 |  101.8 steps/s | 298.3 min
ep 15870 | step  1822494 | reward    -8.86 | avg100   -10.48 |  101.8 steps/s | 298.5 min
ep 15880 | step  1823568 | reward    -3.15 | avg100   -10.83 |  101.8 steps/s | 298.7 min
ep 15890 | step  1824570 | reward     7.53 | avg100   -10.61 |  101.8 steps/s | 298.8 min
ep 15900 | step  1825770 | reward   -17.89 | avg100   -10.43 |  101.8 steps/s | 299.0 min
ep 15910 | step  1826718 | reward   -42.59 | avg100   -10.23 |  101.8 steps/s | 299.2 min
ep 15920 | step  1827696 | reward    -9.37 | avg100   -11.00 |  101.8 steps/s | 299.3 min
ep 15930 | step  1828836 | reward   -20.30 | avg100   -11.60 |  101.8 steps/s | 299.5 min
ep 15940 | step  1830048 | reward   -34.39 | avg100   -11.18 |  101.8 steps/s | 299.7 min
ep 15950 | step  1830840 | reward   -10.07 | avg100   -10.89 |  101.8 steps/s | 299.9 min
ep 15960 | step  1831944 | reward   -49.28 | avg100   -11.62 |  101.8 steps/s | 300.0 min
ep 15970 | step  1833072 | reward    -1.74 | avg100   -11.58 |  101.8 steps/s | 300.2 min
ep 15980 | step  1833918 | reward   -16.84 | avg100   -11.82 |  101.8 steps/s | 300.3 min
ep 15990 | step  1835100 | reward    -2.75 | avg100   -12.10 |  101.8 steps/s | 300.6 min
ep 16000 | step  1836240 | reward    -4.22 | avg100   -11.70 |  101.8 steps/s | 300.8 min
ep 16010 | step  1837038 | reward   -30.00 | avg100   -12.53 |  101.8 steps/s | 300.9 min
ep 16020 | step  1838256 | reward   -22.07 | avg100   -11.91 |  101.8 steps/s | 301.1 min
ep 16030 | step  1839462 | reward   -29.83 | avg100   -12.20 |  101.8 steps/s | 301.3 min
ep 16040 | step  1840254 | reward    -1.47 | avg100   -11.58 |  101.8 steps/s | 301.4 min
ep 16050 | step  1841466 | reward   -11.97 | avg100   -11.71 |  101.8 steps/s | 301.6 min
ep 16060 | step  1842510 | reward    -3.19 | avg100    -9.98 |  101.8 steps/s | 301.8 min
ep 16070 | step  1843494 | reward   -10.74 | avg100    -9.99 |  101.8 steps/s | 301.9 min
ep 16080 | step  1844604 | reward   -18.51 | avg100    -8.95 |  101.8 steps/s | 302.1 min
ep 16090 | step  1845690 | reward    10.29 | avg100    -9.54 |  101.8 steps/s | 302.3 min
ep 16100 | step  1846626 | reward   -20.13 | avg100    -9.94 |  101.8 steps/s | 302.5 min
ep 16110 | step  1847706 | reward    -1.73 | avg100    -9.35 |  101.8 steps/s | 302.6 min
ep 16120 | step  1848900 | reward   -10.40 | avg100   -10.15 |  101.8 steps/s | 302.8 min
ep 16130 | step  1849776 | reward    -5.29 | avg100   -10.51 |  101.8 steps/s | 302.9 min
ep 16140 | step  1850862 | reward    -4.93 | avg100   -11.63 |  101.8 steps/s | 303.1 min
ep 16150 | step  1851906 | reward   -29.49 | avg100   -12.23 |  101.8 steps/s | 303.3 min
ep 16160 | step  1853040 | reward    23.03 | avg100   -12.84 |  101.8 steps/s | 303.5 min
ep 16170 | step  1853910 | reward   -11.41 | avg100   -12.72 |  101.8 steps/s | 303.6 min
ep 16180 | step  1855068 | reward   -31.89 | avg100   -14.35 |  101.8 steps/s | 303.8 min
ep 16190 | step  1856046 | reward   -23.40 | avg100   -15.01 |  101.8 steps/s | 304.0 min
ep 16200 | step  1857036 | reward    31.47 | avg100   -14.09 |  101.8 steps/s | 304.1 min
ep 16210 | step  1858200 | reward     0.22 | avg100   -14.47 |  101.8 steps/s | 304.4 min
ep 16220 | step  1859256 | reward    36.36 | avg100   -13.34 |  101.8 steps/s | 304.5 min
ep 16230 | step  1860282 | reward    -2.19 | avg100   -11.72 |  101.8 steps/s | 304.7 min
ep 16240 | step  1861458 | reward   -33.64 | avg100   -12.76 |  101.8 steps/s | 304.9 min
ep 16250 | step  1862358 | reward   -20.74 | avg100   -12.29 |  101.8 steps/s | 305.0 min
ep 16260 | step  1863504 | reward     0.39 | avg100   -12.25 |  101.8 steps/s | 305.2 min
ep 16270 | step  1864572 | reward   -28.10 | avg100   -13.21 |  101.8 steps/s | 305.4 min
ep 16280 | step  1865652 | reward    -4.05 | avg100   -12.50 |  101.8 steps/s | 305.5 min
ep 16290 | step  1866768 | reward    -4.92 | avg100   -11.94 |  101.8 steps/s | 305.7 min
ep 16300 | step  1867740 | reward    -8.60 | avg100   -12.12 |  101.8 steps/s | 305.9 min
ep 16310 | step  1868934 | reward    -7.46 | avg100   -12.05 |  101.8 steps/s | 306.1 min
ep 16320 | step  1869960 | reward   -41.94 | avg100   -12.91 |  101.8 steps/s | 306.3 min
ep 16330 | step  1870926 | reward     0.06 | avg100   -13.83 |  101.8 steps/s | 306.4 min
ep 16340 | step  1872168 | reward     3.71 | avg100   -11.76 |  101.8 steps/s | 306.6 min
ep 16350 | step  1873134 | reward   -13.75 | avg100   -10.90 |  101.8 steps/s | 306.8 min
ep 16360 | step  1874154 | reward    20.57 | avg100   -10.92 |  101.8 steps/s | 307.0 min
ep 16370 | step  1875186 | reward   -16.45 | avg100    -9.55 |  101.8 steps/s | 307.1 min
ep 16380 | step  1876320 | reward   -32.53 | avg100    -9.92 |  101.8 steps/s | 307.3 min
ep 16390 | step  1877436 | reward   -44.79 | avg100   -10.20 |  101.8 steps/s | 307.5 min
ep 16400 | step  1878324 | reward    -5.56 | avg100   -10.88 |  101.8 steps/s | 307.7 min
ep 16410 | step  1879392 | reward   -23.61 | avg100   -11.30 |  101.8 steps/s | 307.8 min
ep 16420 | step  1880562 | reward   -11.82 | avg100   -11.15 |  101.8 steps/s | 308.0 min
ep 16430 | step  1881498 | reward    -2.60 | avg100   -10.77 |  101.8 steps/s | 308.2 min
ep 16440 | step  1882626 | reward   -45.30 | avg100   -11.40 |  101.8 steps/s | 308.4 min
ep 16450 | step  1883778 | reward   -12.86 | avg100   -11.78 |  101.8 steps/s | 308.5 min
ep 16460 | step  1884804 | reward    30.11 | avg100   -10.05 |  101.8 steps/s | 308.7 min
ep 16470 | step  1886010 | reward   -45.08 | avg100   -10.87 |  101.8 steps/s | 308.9 min
ep 16480 | step  1886994 | reward   -24.85 | avg100   -10.12 |  101.8 steps/s | 309.1 min
ep 16490 | step  1888044 | reward    -6.86 | avg100    -9.38 |  101.8 steps/s | 309.2 min
ep 16500 | step  1889118 | reward   -15.81 | avg100    -9.14 |  101.8 steps/s | 309.4 min
ep 16510 | step  1890390 | reward   -39.04 | avg100    -8.54 |  101.8 steps/s | 309.6 min
ep 16520 | step  1891212 | reward    -4.99 | avg100    -8.11 |  101.8 steps/s | 309.8 min
ep 16530 | step  1892364 | reward   -31.77 | avg100    -8.24 |  101.8 steps/s | 310.0 min
ep 16540 | step  1893438 | reward   -34.93 | avg100    -9.04 |  101.8 steps/s | 310.1 min
ep 16550 | step  1894368 | reward   -14.64 | avg100    -8.90 |  101.8 steps/s | 310.3 min
ep 16560 | step  1895664 | reward    21.21 | avg100    -8.83 |  101.8 steps/s | 310.5 min
ep 16570 | step  1896732 | reward    -8.90 | avg100    -8.49 |  101.8 steps/s | 310.7 min
ep 16580 | step  1897698 | reward   -22.75 | avg100    -8.60 |  101.8 steps/s | 310.8 min
ep 16590 | step  1898904 | reward    -3.34 | avg100    -7.97 |  101.8 steps/s | 311.0 min
ep 16600 | step  1900038 | reward    19.35 | avg100    -6.64 |  101.8 steps/s | 311.2 min
ep 16610 | step  1900968 | reward   -28.72 | avg100    -7.36 |  101.8 steps/s | 311.4 min
ep 16620 | step  1902120 | reward    16.67 | avg100    -6.53 |  101.7 steps/s | 311.6 min
ep 16630 | step  1903320 | reward   -19.39 | avg100    -6.59 |  101.8 steps/s | 311.7 min
ep 16640 | step  1904208 | reward    42.86 | avg100    -4.96 |  101.7 steps/s | 311.9 min
ep 16650 | step  1905372 | reward   -14.98 | avg100    -6.35 |  101.8 steps/s | 312.1 min
ep 16660 | step  1906506 | reward    -0.50 | avg100    -7.77 |  101.7 steps/s | 312.3 min
ep 16670 | step  1907520 | reward    39.93 | avg100    -7.67 |  101.8 steps/s | 312.4 min
ep 16680 | step  1908456 | reward   -16.60 | avg100    -8.46 |  101.7 steps/s | 312.6 min
ep 16690 | step  1909668 | reward    -0.77 | avg100    -9.02 |  101.8 steps/s | 312.8 min
ep 16700 | step  1910592 | reward    -2.26 | avg100    -8.75 |  101.7 steps/s | 313.0 min
ep 16710 | step  1911834 | reward    52.17 | avg100    -7.07 |  101.8 steps/s | 313.1 min
ep 16720 | step  1913052 | reward    -3.44 | avg100    -6.84 |  101.8 steps/s | 313.4 min
ep 16730 | step  1914042 | reward    34.23 | avg100    -7.04 |  101.8 steps/s | 313.5 min
ep 16740 | step  1915134 | reward    -4.77 | avg100    -7.75 |  101.8 steps/s | 313.7 min
ep 16750 | step  1916166 | reward   -28.91 | avg100    -7.27 |  101.7 steps/s | 313.9 min
ep 16760 | step  1917426 | reward    29.63 | avg100    -6.03 |  101.8 steps/s | 314.1 min
ep 16770 | step  1918464 | reward    -5.97 | avg100    -5.62 |  101.7 steps/s | 314.3 min
ep 16780 | step  1919442 | reward    -3.89 | avg100    -4.81 |  101.8 steps/s | 314.4 min
ep 16790 | step  1920582 | reward   -32.55 | avg100    -5.32 |  101.7 steps/s | 314.6 min
ep 16800 | step  1921824 | reward   -10.74 | avg100    -5.87 |  101.8 steps/s | 314.8 min
ep 16810 | step  1922718 | reward   -21.56 | avg100    -6.35 |  101.7 steps/s | 315.0 min
ep 16820 | step  1923936 | reward    -6.07 | avg100    -6.59 |  101.8 steps/s | 315.1 min
ep 16830 | step  1925106 | reward     6.67 | avg100    -6.21 |  101.7 steps/s | 315.3 min
ep 16840 | step  1926054 | reward   -13.57 | avg100    -6.37 |  101.8 steps/s | 315.5 min
ep 16850 | step  1927164 | reward    14.07 | avg100    -4.90 |  101.7 steps/s | 315.7 min
ep 16860 | step  1928172 | reward    -5.27 | avg100    -6.13 |  101.7 steps/s | 315.9 min
ep 16870 | step  1929336 | reward     4.03 | avg100    -6.27 |  101.7 steps/s | 316.0 min
ep 16880 | step  1930356 | reward   -18.71 | avg100    -6.42 |  101.7 steps/s | 316.2 min
ep 16890 | step  1931220 | reward   -37.69 | avg100    -6.34 |  101.7 steps/s | 316.3 min
ep 16900 | step  1932540 | reward    -5.14 | avg100    -7.04 |  101.7 steps/s | 316.6 min
ep 16910 | step  1933656 | reward     5.26 | avg100    -6.25 |  101.7 steps/s | 316.7 min
ep 16920 | step  1934610 | reward    -0.89 | avg100    -7.05 |  101.7 steps/s | 316.9 min
ep 16930 | step  1935774 | reward     9.15 | avg100    -7.43 |  101.7 steps/s | 317.1 min
ep 16940 | step  1936728 | reward    -5.57 | avg100    -8.02 |  101.7 steps/s | 317.3 min
ep 16950 | step  1937814 | reward    18.52 | avg100    -8.62 |  101.7 steps/s | 317.4 min
ep 16960 | step  1939014 | reward   -49.07 | avg100    -8.68 |  101.7 steps/s | 317.6 min
ep 16970 | step  1939962 | reward    -0.66 | avg100    -9.41 |  101.7 steps/s | 317.8 min
ep 16980 | step  1940994 | reward    -3.15 | avg100    -9.18 |  101.7 steps/s | 318.0 min
ep 16990 | step  1942224 | reward    10.73 | avg100    -8.59 |  101.7 steps/s | 318.2 min
ep 17000 | step  1943142 | reward     2.84 | avg100    -7.81 |  101.7 steps/s | 318.3 min
ep 17010 | step  1944336 | reward   -14.55 | avg100    -9.49 |  101.7 steps/s | 318.5 min
ep 17020 | step  1945338 | reward   -22.07 | avg100    -8.85 |  101.7 steps/s | 318.7 min
ep 17030 | step  1946472 | reward    -3.01 | avg100    -8.96 |  101.7 steps/s | 318.9 min
ep 17040 | step  1947468 | reward    -6.56 | avg100    -9.22 |  101.7 steps/s | 319.0 min
ep 17050 | step  1948590 | reward     3.60 | avg100    -9.51 |  101.7 steps/s | 319.2 min
ep 17060 | step  1949760 | reward    15.52 | avg100    -9.55 |  101.7 steps/s | 319.4 min
ep 17070 | step  1950822 | reward    -2.06 | avg100    -8.89 |  101.7 steps/s | 319.6 min
ep 17080 | step  1951824 | reward    -2.33 | avg100    -8.90 |  101.7 steps/s | 319.7 min
ep 17090 | step  1952988 | reward    -0.83 | avg100    -8.68 |  101.7 steps/s | 319.9 min
ep 17100 | step  1954212 | reward   -24.03 | avg100   -10.03 |  101.7 steps/s | 320.2 min
ep 17110 | step  1955040 | reward     5.44 | avg100    -9.02 |  101.7 steps/s | 320.3 min
ep 17120 | step  1956186 | reward   -59.69 | avg100   -10.62 |  101.7 steps/s | 320.5 min
ep 17130 | step  1957338 | reward    -3.09 | avg100   -10.56 |  101.7 steps/s | 320.7 min
ep 17140 | step  1958232 | reward   -18.41 | avg100    -9.92 |  101.7 steps/s | 320.8 min
ep 17150 | step  1959342 | reward    -0.58 | avg100   -10.43 |  101.7 steps/s | 321.0 min
ep 17160 | step  1960524 | reward     9.14 | avg100    -9.61 |  101.7 steps/s | 321.2 min
ep 17170 | step  1961460 | reward   -15.36 | avg100   -10.58 |  101.7 steps/s | 321.3 min
ep 17180 | step  1962660 | reward    -4.05 | avg100   -10.43 |  101.7 steps/s | 321.5 min
ep 17190 | step  1963728 | reward    23.29 | avg100   -10.35 |  101.7 steps/s | 321.7 min
ep 17200 | step  1964850 | reward    23.97 | avg100    -8.54 |  101.7 steps/s | 321.9 min
ep 17210 | step  1965978 | reward   -12.07 | avg100    -8.51 |  101.7 steps/s | 322.1 min
ep 17220 | step  1967172 | reward   -41.04 | avg100    -8.06 |  101.7 steps/s | 322.3 min
ep 17230 | step  1968198 | reward    44.37 | avg100    -8.31 |  101.7 steps/s | 322.5 min
ep 17240 | step  1969122 | reward   -11.90 | avg100    -8.25 |  101.7 steps/s | 322.6 min
